id,true_label,retrieved_label,retrieved_label_correct,retrieved_id,similarity,retrieved_is_aug
test_00090,Anxiety,Anxiety,True,aug_train_04235_1,0.5401687622070312,True
test_00091,Bipolar,Bipolar,True,train_01883,0.7354617118835449,False
test_00092,Normal,Depression,False,train_04716,0.39187562465667725,False
test_00093,Normal,Normal,True,train_04770,0.5061751008033752,False
test_00094,Depression,Depression,True,aug_train_02085_0,0.6592429876327515,True
test_00095,Anxiety,Anxiety,True,train_05436,0.7294986844062805,False
test_00096,Depression,Depression,True,train_02098,0.7951538562774658,False
test_00097,Bipolar,Bipolar,True,train_03807,0.7393776178359985,False
test_00098,Depression,Depression,True,aug_train_01353_0,0.629798412322998,True
test_00099,Normal,Normal,True,aug_train_04064_0,0.45173829793930054,True
test_00100,Bipolar,Bipolar,True,train_04992,0.7310594916343689,False
test_00101,Depression,Depression,True,train_05316,0.6332791447639465,False
test_00102,Normal,Normal,True,train_02058,0.4163414239883423,False
test_00103,Bipolar,Bipolar,True,aug_train_00110_0,0.8380751609802246,True
test_00104,Normal,Normal,True,train_04075,0.5581346750259399,False
test_00105,Depression,Anxiety,False,train_05427,0.7185920476913452,False
test_00106,Anxiety,Anxiety,True,aug_train_02433_1,0.6868904829025269,True
test_00107,Anxiety,Anxiety,True,train_01810,0.7670441269874573,False
test_00108,Normal,Normal,True,aug_train_00956_1,0.37632855772972107,True
test_00109,Anxiety,Normal,False,aug_train_02967_1,0.5273867845535278,True
test_00110,Depression,Depression,True,train_01723,0.6889313459396362,False
test_00111,Normal,Normal,True,aug_train_03728_1,0.499242901802063,True
test_00112,Normal,Normal,True,train_05844,0.45823150873184204,False
test_00113,Anxiety,Anxiety,True,train_04121,0.6865094900131226,False
test_00114,Bipolar,Bipolar,True,aug_train_02360_1,0.6885478496551514,True
test_00115,Depression,Depression,True,aug_train_03620_0,0.6290078163146973,True
test_00116,Anxiety,Anxiety,True,train_05868,0.8041493892669678,False
test_00117,Depression,Bipolar,False,train_01466,0.5683947205543518,False
test_00118,Depression,Depression,True,train_01596,0.6613142490386963,False
test_00119,Bipolar,Bipolar,True,aug_train_01709_0,0.5844254493713379,True
test_00120,Depression,Bipolar,False,aug_train_01803_1,0.6782325506210327,True
test_00121,Bipolar,Bipolar,True,train_04207,0.7371705770492554,False
test_00122,Anxiety,Anxiety,True,train_02057,0.5199834108352661,False
test_00123,Bipolar,Bipolar,True,train_04771,0.5388625860214233,False
test_00124,Bipolar,Bipolar,True,train_00645,0.7882808446884155,False
test_00125,Anxiety,Anxiety,True,train_05919,0.7081563472747803,False
test_00126,Bipolar,Bipolar,True,aug_train_01711_0,0.7407674193382263,True
test_00127,Bipolar,Bipolar,True,aug_train_02241_1,0.6323956251144409,True
test_00128,Normal,Bipolar,False,aug_train_00070_0,0.48775172233581543,True
test_00129,Normal,Normal,True,aug_train_00875_0,0.48342612385749817,True
test_00130,Anxiety,Anxiety,True,aug_train_02021_0,0.7688810229301453,True
test_00131,Depression,Depression,True,train_00286,0.7870833873748779,False
test_00132,Depression,Bipolar,False,aug_train_04143_1,0.5616337060928345,True
test_00133,Bipolar,Bipolar,True,aug_train_04549_1,0.6044583320617676,True
test_00134,Normal,Normal,True,aug_train_05625_0,0.39241504669189453,True
test_00135,Depression,Depression,True,train_00033,0.6682931184768677,False
test_00136,Anxiety,Anxiety,True,train_04646,0.8238658905029297,False
test_00137,Anxiety,Anxiety,True,train_04047,0.5629063844680786,False
test_00138,Anxiety,Anxiety,True,aug_train_03607_1,0.7922108769416809,True
test_00139,Anxiety,Anxiety,True,train_05573,0.6991667151451111,False
test_00140,Normal,Normal,True,aug_train_04746_1,0.36889946460723877,True
test_00141,Depression,Depression,True,train_02585,0.581476092338562,False
test_00142,Depression,Normal,False,train_04414,0.44468748569488525,False
test_00143,Normal,Normal,True,aug_train_05123_0,0.45483124256134033,True
test_00144,Bipolar,Bipolar,True,aug_train_02016_1,0.800323486328125,True
test_00145,Depression,Depression,True,train_04714,0.7884698510169983,False
test_00146,Depression,Depression,True,aug_train_05595_1,0.7216150164604187,True
test_00147,Anxiety,Anxiety,True,aug_train_00762_0,0.624987006187439,True
test_00148,Normal,Normal,True,train_03864,0.4987819194793701,False
test_00149,Normal,Normal,True,train_00649,0.30728214979171753,False
test_00150,Bipolar,Bipolar,True,aug_train_03433_1,0.7294101715087891,True
test_00151,Anxiety,Anxiety,True,train_05658,0.7939519882202148,False
test_00152,Anxiety,Depression,False,train_02692,0.6506370306015015,False
test_00153,Bipolar,Bipolar,True,aug_train_00335_1,0.6693140268325806,True
test_00154,Bipolar,Bipolar,True,aug_train_02654_1,0.7378593683242798,True
test_00155,Normal,Depression,False,train_04799,0.4460057020187378,False
test_00156,Normal,Bipolar,False,aug_train_02752_0,0.5675476789474487,True
test_00157,Normal,Normal,True,train_00218,0.554196834564209,False
test_00158,Anxiety,Depression,False,aug_train_04924_1,0.5175126791000366,True
test_00159,Depression,Anxiety,False,train_00713,0.6196310520172119,False
test_00160,Depression,Bipolar,False,aug_train_02877_0,0.34676527976989746,True
test_00161,Bipolar,Anxiety,False,aug_train_00715_0,0.6134234666824341,True
test_00162,Bipolar,Bipolar,True,train_01451,0.7861539125442505,False
test_00163,Depression,Anxiety,False,aug_train_02307_0,0.7357747554779053,True
test_00164,Bipolar,Bipolar,True,aug_train_04074_1,0.6368082761764526,True
test_00165,Depression,Depression,True,train_04196,0.6373662948608398,False
test_00166,Anxiety,Anxiety,True,aug_train_03695_1,0.7040731906890869,True
test_00167,Anxiety,Normal,False,aug_train_00875_0,0.47589635848999023,True
test_00168,Anxiety,Anxiety,True,aug_train_01218_1,0.6776071786880493,True
test_00169,Anxiety,Depression,False,aug_train_05234_0,0.3839355707168579,True
test_00170,Normal,Normal,True,aug_train_00303_0,0.37538692355155945,True
test_00171,Anxiety,Anxiety,True,train_03838,0.7517765760421753,False
test_00172,Bipolar,Bipolar,True,train_00615,0.6175075769424438,False
test_00173,Anxiety,Anxiety,True,train_05018,0.746731162071228,False
test_00174,Bipolar,Bipolar,True,aug_train_01949_0,0.7362909913063049,True
test_00175,Depression,Depression,True,train_01465,0.6286340951919556,False
test_00176,Bipolar,Bipolar,True,aug_train_04719_1,0.6714781522750854,True
test_00177,Bipolar,Bipolar,True,train_04143,0.6132152080535889,False
test_00178,Normal,Normal,True,train_00295,0.353546679019928,False
test_00179,Anxiety,Bipolar,False,aug_train_05791_1,0.6939753293991089,True
test_00180,Depression,Depression,True,train_03794,0.5788347721099854,False
test_00181,Anxiety,Normal,False,aug_train_04561_0,0.4867405295372009,True
test_00182,Normal,Normal,True,train_00389,0.43979597091674805,False
test_00183,Depression,Depression,True,aug_train_01608_0,0.8179398775100708,True
test_00184,Bipolar,Bipolar,True,aug_train_05722_0,0.7235758304595947,True
test_00185,Bipolar,Bipolar,True,train_00007,0.7139358520507812,False
test_00186,Bipolar,Bipolar,True,aug_train_03005_0,0.5150769948959351,True
test_00187,Depression,Depression,True,aug_train_01493_1,0.7250251173973083,True
test_00188,Bipolar,Bipolar,True,aug_train_02748_0,0.5028310418128967,True
test_00189,Normal,Normal,True,train_00250,0.2877092957496643,False
test_00190,Depression,Depression,True,aug_train_00374_1,0.7953007221221924,True
test_00191,Depression,Depression,True,train_02272,0.5124991536140442,False
test_00192,Normal,Normal,True,aug_train_01785_0,0.39772316813468933,True
test_00193,Depression,Depression,True,train_00261,0.5643361806869507,False
test_00194,Depression,Depression,True,train_01944,0.7580002546310425,False
test_00195,Bipolar,Anxiety,False,aug_train_05599_0,0.7590786218643188,True
test_00196,Depression,Normal,False,aug_train_01344_0,0.45528680086135864,True
test_00197,Normal,Normal,True,train_00268,0.5188896059989929,False
test_00198,Bipolar,Depression,False,aug_train_05578_1,0.6945337057113647,True
test_00199,Depression,Depression,True,train_05723,0.737512469291687,False
test_00200,Depression,Depression,True,train_00023,0.7693827152252197,False
test_00201,Depression,Depression,True,aug_train_00092_0,0.6770122647285461,True
test_00202,Anxiety,Anxiety,True,train_03319,0.534379243850708,False
test_00203,Anxiety,Anxiety,True,train_00499,0.4514690339565277,False
test_00204,Normal,Normal,True,aug_train_05107_1,0.32690832018852234,True
test_00205,Normal,Anxiety,False,aug_train_02214_0,0.5209560394287109,True
test_00206,Depression,Depression,True,aug_train_01105_0,0.726728618144989,True
test_00207,Depression,Depression,True,train_02467,0.5697116851806641,False
test_00208,Anxiety,Anxiety,True,train_04149,0.4778766632080078,False
test_00209,Bipolar,Bipolar,True,aug_train_00880_0,0.5551468729972839,True
test_00210,Bipolar,Bipolar,True,aug_train_04888_1,0.8159804344177246,True
test_00211,Normal,Bipolar,False,aug_train_05969_1,0.457943856716156,True
test_00212,Normal,Normal,True,aug_train_01187_1,0.6747912168502808,True
test_00213,Normal,Normal,True,train_04597,0.3872758746147156,False
test_00214,Depression,Depression,True,train_03343,0.7713407278060913,False
test_00215,Bipolar,Bipolar,True,train_02048,0.7402509450912476,False
test_00216,Bipolar,Bipolar,True,train_01569,0.8637713193893433,False
test_00217,Depression,Depression,True,aug_train_03948_0,0.5861213207244873,True
test_00218,Normal,Normal,True,train_04351,0.3572620749473572,False
test_00219,Anxiety,Anxiety,True,train_00506,0.583807110786438,False
test_00220,Anxiety,Depression,False,aug_train_00425_0,0.4772753119468689,True
test_00221,Anxiety,Anxiety,True,aug_train_01908_0,0.6406734585762024,True
test_00222,Bipolar,Bipolar,True,aug_train_03049_0,0.704216718673706,True
test_00223,Bipolar,Anxiety,False,train_00204,0.674315333366394,False
test_00224,Depression,Depression,True,aug_train_04322_1,0.8205592632293701,True
test_00225,Normal,Normal,True,aug_train_01072_1,0.5488311052322388,True
test_00226,Anxiety,Anxiety,True,aug_train_03566_0,0.6946337819099426,True
test_00227,Anxiety,Anxiety,True,aug_train_05833_1,0.6015983819961548,True
test_00228,Bipolar,Bipolar,True,aug_train_05494_1,0.744871973991394,True
test_00229,Bipolar,Bipolar,True,train_02139,0.8727462887763977,False
test_00230,Bipolar,Bipolar,True,train_03809,0.796596884727478,False
test_00231,Depression,Depression,True,train_02803,0.709723949432373,False
test_00232,Bipolar,Bipolar,True,aug_train_03712_1,0.7576397657394409,True
test_00233,Depression,Depression,True,aug_train_02084_1,0.803482711315155,True
test_00234,Anxiety,Anxiety,True,train_01747,0.5995008945465088,False
test_00235,Normal,Normal,True,train_01331,0.4131133556365967,False
test_00236,Depression,Depression,True,train_04130,0.5588790774345398,False
test_00237,Bipolar,Bipolar,True,aug_train_03289_1,0.6866414546966553,True
test_00238,Bipolar,Depression,False,aug_train_00055_0,0.6833798885345459,True
test_00239,Normal,Normal,True,aug_train_04688_0,0.35551613569259644,True
test_00240,Anxiety,Anxiety,True,train_00585,0.8084517121315002,False
test_00241,Anxiety,Anxiety,True,train_04964,0.7506353259086609,False
test_00242,Normal,Normal,True,train_04672,0.4501570463180542,False
test_00243,Depression,Depression,True,train_00887,0.7896149158477783,False
test_00244,Anxiety,Anxiety,True,aug_train_04289_0,0.6601530313491821,True
test_00245,Normal,Normal,True,train_00279,0.5886969566345215,False
test_00246,Bipolar,Bipolar,True,aug_train_02288_0,0.7623035311698914,True
test_00247,Anxiety,Anxiety,True,aug_train_00349_1,0.6582953929901123,True
test_00248,Bipolar,Bipolar,True,train_05077,0.703097939491272,False
test_00249,Anxiety,Anxiety,True,aug_train_04609_1,0.3858896493911743,True
test_00250,Anxiety,Bipolar,False,aug_train_00773_0,0.5742274522781372,True
test_00251,Bipolar,Bipolar,True,train_02065,0.7584302425384521,False
test_00252,Normal,Normal,True,aug_train_02487_0,0.4264383316040039,True
test_00253,Anxiety,Anxiety,True,aug_train_02978_1,0.6331486105918884,True
test_00254,Normal,Normal,True,train_04441,0.6640164256095886,False
test_00255,Depression,Bipolar,False,train_05100,0.6536355018615723,False
test_00256,Bipolar,Bipolar,True,aug_train_02732_0,0.7162206172943115,True
test_00257,Normal,Normal,True,train_01411,0.35695159435272217,False
test_00258,Bipolar,Bipolar,True,train_02065,0.7673068046569824,False
test_00259,Bipolar,Bipolar,True,train_01569,0.7732318639755249,False
test_00260,Bipolar,Depression,False,aug_train_01257_1,0.5509425401687622,True
test_00261,Depression,Bipolar,False,aug_train_01077_1,0.6528890132904053,True
test_00262,Depression,Bipolar,False,aug_train_00368_1,0.7807923555374146,True
test_00263,Bipolar,Depression,False,aug_train_04584_0,0.6387975811958313,True
test_00264,Anxiety,Depression,False,aug_train_05468_1,0.822388231754303,True
test_00265,Bipolar,Bipolar,True,aug_train_00147_1,0.6138923168182373,True
test_00266,Normal,Normal,True,train_01438,0.395749568939209,False
test_00267,Bipolar,Bipolar,True,aug_train_05851_1,0.6226116418838501,True
test_00268,Normal,Normal,True,train_02790,0.4149506092071533,False
test_00269,Normal,Normal,True,train_03845,0.30926477909088135,False
test_00270,Depression,Depression,True,aug_train_00811_1,0.7049983739852905,True
test_00271,Depression,Bipolar,False,aug_train_02738_1,0.6870606541633606,True
test_00272,Normal,Bipolar,False,train_05284,0.39213383197784424,False
test_00273,Anxiety,Anxiety,True,aug_train_05988_0,0.6729545593261719,True
test_00274,Depression,Depression,True,train_03344,0.7325176000595093,False
test_00275,Depression,Depression,True,train_05796,0.7445122003555298,False
test_00276,Normal,Normal,True,aug_train_03870_1,0.4381881356239319,True
test_00277,Anxiety,Depression,False,train_01999,0.6893166303634644,False
test_00278,Bipolar,Depression,False,aug_train_00742_1,0.5482416152954102,True
test_00279,Depression,Depression,True,aug_train_02314_1,0.5934969186782837,True
test_00280,Bipolar,Bipolar,True,train_02384,0.6787772178649902,False
test_00281,Anxiety,Anxiety,True,aug_train_04371_0,0.7592544555664062,True
test_00282,Bipolar,Normal,False,aug_train_03009_1,0.3703969120979309,True
test_00283,Anxiety,Anxiety,True,train_05888,0.5925350189208984,False
test_00284,Normal,Normal,True,aug_train_00429_1,0.5332264304161072,True
test_00285,Bipolar,Bipolar,True,aug_train_02536_1,0.7383508682250977,True
test_00286,Anxiety,Anxiety,True,aug_train_00994_1,0.7027385830879211,True
test_00287,Bipolar,Bipolar,True,aug_train_05372_1,0.6825404763221741,True
test_00288,Bipolar,Depression,False,aug_train_00498_0,0.6182152628898621,True
test_00289,Depression,Depression,True,train_03976,0.631749153137207,False
test_00290,Normal,Depression,False,train_01630,0.4088626205921173,False
test_00291,Bipolar,Bipolar,True,aug_train_05727_0,0.8260689973831177,True
test_00292,Depression,Depression,True,aug_train_03181_0,0.758782148361206,True
test_00293,Depression,Depression,True,train_00468,0.3354804515838623,False
test_00294,Depression,Depression,True,aug_train_01356_1,0.7050930261611938,True
test_00295,Bipolar,Bipolar,True,train_01973,0.7757900953292847,False
test_00296,Bipolar,Bipolar,True,aug_train_05041_1,0.7548353672027588,True
test_00297,Normal,Normal,True,train_03468,0.37379318475723267,False
test_00298,Normal,Normal,True,aug_train_00300_0,0.5003264546394348,True
test_00299,Normal,Normal,True,train_04168,0.3829045295715332,False
test_00300,Anxiety,Anxiety,True,train_01124,0.6063418984413147,False
test_00301,Anxiety,Anxiety,True,aug_train_04955_1,0.6354625225067139,True
test_00302,Normal,Depression,False,aug_train_01939_1,0.5195590853691101,True
test_00303,Anxiety,Anxiety,True,train_04911,0.6726229190826416,False
test_00304,Normal,Depression,False,train_01760,0.414358913898468,False
test_00305,Normal,Normal,True,aug_train_03434_0,0.39951440691947937,True
test_00306,Depression,Anxiety,False,aug_train_02236_1,0.7623125314712524,True
test_00307,Depression,Anxiety,False,aug_train_03889_0,0.6164917945861816,True
test_00308,Anxiety,Anxiety,True,aug_train_05537_1,0.5763705968856812,True
test_00309,Bipolar,Bipolar,True,aug_train_04310_0,0.7391363382339478,True
test_00310,Depression,Depression,True,train_02084,0.6190913915634155,False
test_00311,Bipolar,Bipolar,True,train_01047,0.5083836317062378,False
test_00312,Normal,Normal,True,train_00611,0.5367652773857117,False
test_00313,Bipolar,Bipolar,True,aug_train_04670_1,0.5304377675056458,True
test_00314,Depression,Depression,True,aug_train_05271_0,0.7612003087997437,True
test_00315,Anxiety,Anxiety,True,train_05246,0.5708410739898682,False
test_00316,Bipolar,Bipolar,True,train_00001,0.6913725137710571,False
test_00317,Normal,Anxiety,False,train_05078,0.4031870663166046,False
test_00318,Bipolar,Normal,False,aug_train_04460_0,0.5476881265640259,True
test_00319,Anxiety,Normal,False,aug_train_03864_1,0.6081262826919556,True
test_00320,Normal,Normal,True,aug_train_01890_1,0.4112809896469116,True
test_00321,Anxiety,Anxiety,True,aug_train_02867_1,0.6987236738204956,True
test_00322,Anxiety,Anxiety,True,train_03961,0.7928986549377441,False
test_00323,Normal,Depression,False,train_04791,0.35762956738471985,False
test_00324,Anxiety,Anxiety,True,train_01881,0.7183394432067871,False
test_00325,Normal,Normal,True,aug_train_03482_0,0.3418905735015869,True
test_00326,Anxiety,Anxiety,True,aug_train_05531_1,0.7503960132598877,True
test_00327,Anxiety,Depression,False,aug_train_03710_1,0.5937861204147339,True
test_00328,Depression,Depression,True,aug_train_02473_1,0.7457730770111084,True
test_00329,Normal,Normal,True,train_00882,0.3677687346935272,False
test_00330,Normal,Normal,True,aug_train_02736_1,0.323946475982666,True
test_00331,Normal,Normal,True,train_04075,0.5118614435195923,False
test_00332,Depression,Bipolar,False,aug_train_05520_0,0.4555662274360657,True
test_00333,Bipolar,Depression,False,aug_train_00811_1,0.6865518093109131,True
test_00334,Anxiety,Anxiety,True,train_04911,0.6859772205352783,False
test_00335,Normal,Normal,True,aug_train_00083_0,0.3821149170398712,True
test_00336,Depression,Depression,True,train_01213,0.5497976541519165,False
test_00337,Bipolar,Bipolar,True,aug_train_04692_1,0.6909526586532593,True
test_00338,Depression,Depression,True,train_05516,0.6717498898506165,False
test_00339,Normal,Anxiety,False,aug_train_01796_1,0.25656673312187195,True
test_00340,Normal,Normal,True,aug_train_00931_0,0.5399445295333862,True
test_00341,Depression,Depression,True,train_04036,0.749528169631958,False
test_00342,Depression,Depression,True,train_02600,0.6844738721847534,False
test_00343,Normal,Bipolar,False,train_03352,0.4741520285606384,False
test_00344,Normal,Normal,True,aug_train_02391_0,0.4184313416481018,True
test_00345,Normal,Normal,True,train_00519,0.3822034001350403,False
test_00346,Bipolar,Anxiety,False,train_00204,0.6574873924255371,False
test_00347,Anxiety,Anxiety,True,train_01617,0.7334831953048706,False
test_00348,Anxiety,Anxiety,True,train_04780,0.7500549554824829,False
test_00349,Depression,Depression,True,train_01623,0.525844156742096,False
test_00350,Depression,Depression,True,aug_train_00500_1,0.7188814878463745,True
test_00351,Depression,Bipolar,False,train_03158,0.6710823774337769,False
test_00352,Bipolar,Bipolar,True,aug_train_01712_0,0.6881504058837891,True
test_00353,Normal,Normal,True,train_02339,0.4760834574699402,False
test_00354,Bipolar,Bipolar,True,aug_train_01502_1,0.614082932472229,True
test_00355,Bipolar,Bipolar,True,aug_train_04645_1,0.7448087930679321,True
test_00356,Depression,Depression,True,aug_train_04218_0,0.6701526641845703,True
test_00357,Bipolar,Depression,False,train_03314,0.7962925434112549,False
test_00358,Bipolar,Bipolar,True,aug_train_05740_0,0.7841320037841797,True
test_00359,Normal,Normal,True,aug_train_05665_0,0.5332385301589966,True
test_00360,Normal,Normal,True,aug_train_02717_0,0.2565585970878601,True
test_00361,Bipolar,Bipolar,True,train_01095,0.6439735293388367,False
test_00362,Depression,Depression,True,train_00614,0.6887311339378357,False
test_00363,Bipolar,Bipolar,True,aug_train_04643_0,0.7919063568115234,True
test_00364,Depression,Depression,True,train_04117,0.5935728549957275,False
test_00365,Bipolar,Bipolar,True,aug_train_03042_0,0.7752104997634888,True
test_00366,Depression,Depression,True,train_05707,0.6633346080780029,False
test_00367,Anxiety,Anxiety,True,train_02286,0.6918543577194214,False
test_00368,Depression,Depression,True,train_04264,0.6704615354537964,False
test_00369,Bipolar,Bipolar,True,aug_train_03418_1,0.6864691972732544,True
test_00370,Depression,Depression,True,train_05603,0.6702499389648438,False
test_00371,Anxiety,Anxiety,True,train_03998,0.6949251890182495,False
test_00372,Anxiety,Anxiety,True,aug_train_04592_1,0.7124394178390503,True
test_00373,Depression,Depression,True,aug_train_01221_1,0.7171633243560791,True
test_00374,Anxiety,Anxiety,True,train_00853,0.7751832008361816,False
test_00375,Bipolar,Bipolar,True,aug_train_00659_1,0.791465699672699,True
test_00376,Depression,Depression,True,train_05468,0.8207277655601501,False
test_00377,Depression,Depression,True,aug_train_04012_1,0.756599485874176,True
test_00378,Anxiety,Anxiety,True,train_01020,0.7834522724151611,False
test_00379,Depression,Depression,True,train_00370,0.7382944822311401,False
test_00380,Bipolar,Bipolar,True,train_00717,0.7384631633758545,False
test_00381,Bipolar,Bipolar,True,aug_train_02952_1,0.7052007913589478,True
test_00382,Normal,Normal,True,aug_train_04495_1,0.3794773519039154,True
test_00383,Anxiety,Anxiety,True,aug_train_02488_1,0.6569115519523621,True
test_00384,Bipolar,Depression,False,train_04932,0.7437565326690674,False
test_00385,Bipolar,Bipolar,True,aug_train_00494_1,0.6078298091888428,True
test_00386,Depression,Depression,True,train_03794,0.62363600730896,False
test_00387,Normal,Normal,True,train_05495,0.43697065114974976,False
test_00388,Normal,Normal,True,train_05579,0.4676474332809448,False
test_00389,Bipolar,Bipolar,True,train_05237,0.8060650825500488,False
test_00390,Depression,Bipolar,False,aug_train_05656_1,0.7076717019081116,True
test_00391,Depression,Depression,True,train_00922,0.678016185760498,False
test_00392,Anxiety,Normal,False,train_04688,0.4064885079860687,False
test_00393,Depression,Depression,True,train_03344,0.734134316444397,False
